Date	  Name      Time      Oil       Aqua
May-95    611       480       46        46        
May-95    616       744       109       113       
May-95    617       192       6         6         
May-95    620       552       750       750       
May-95    621       744       2         179       
May-95    625       744       2009      2009      
May-95    627       624       334       477       
May-95    638       744       239       239       
May-95    640       744       23        23        
May-95    642       744       152       513       
May-95    648       744       980       980       
May-95    650       24        1         2         
May-95    652       744       67        883       
May-95    693       480       27        1633      
May-95    694       24        1         2         
May-95    695       432       518       1889      
May-95    696       744       1573      1573      
May-95    697       744       48        646       
May-95    699       744       2920      2920      
May-95    701       744       2918      3067      
May-95    703       744       1053      1053      
May-95    705       744       2883      2954      
May-95    706       744       989       1219      
May-95    707       744       1731      1731      
May-95    708       744       1068      1245      
May-95    709       744       1279      1303      
May-95    714       744       333       337       
May-95    723       744       238       1399      
May-95    727       744       994       1129      
May-95    729       384       15        460       
May-95    730       240       8         8         
May-95    741       744       1001      1039      
May-95    754       744       337       748       
May-95    759       600       2         144       
May-95    764       528       17        17        
May-95    769       744       349       589       
May-95    772       744       23        2831      
May-95    774       744       71        530       
May-95    776       744       8         896       
May-95    777       744       119       823       
May-95    780       744       816       836       
May-95    782       744       109       580       
May-95    783       264       304       304       
May-95    791       744       1081      1196      
May-95    792       744       1242      1305      
May-95    794       744       73        218       
May-95    796       744       6         759       
May-95    797       744       536       816       
May-95    802       528       2         213       
May-95    803       744       108       1292      
May-95    804       744       1937      2088      
May-95    805       744       2072      2177      
May-95    807       744       1268      1299      
May-95    808       744       1569      1598      
May-95    814       48        2         4         
May-95    816       240       216       216       
May-95    818       744       210       215       
May-95    819       744       4         437       
May-95    822       744       1833      2464      
May-95    823       744       43        2592      
May-95    832       744       12        700       
May-95    846       744       694       1075      
May-95    852       744       299       1337      
May-95    854       744       110       648       
May-95    856       744       331       600       
May-95    866       312       261       261       
May-95    867       744       1942      1942      
May-95    868       744       192       192       
May-95    870       744       396       791       
May-95    871       576       1         158       
May-95    872       744       2         291       
May-95    876       384       2         234       
May-95    878       744       15        1724      
May-95    880       744       1021      1414      
May-95    881       744       937       1139      
May-95    893       744       1209      1255      
May-95    894       744       727       922       
May-95    896       744       1222      1222      
May-95    898       744       3598      3598      
May-95    899       744       776       1582      
May-95    901       744       3989      4300      
May-95    902       744       949       1137      
May-95    904       744       950       962       
May-95    905       744       2493      2524      
May-95    907       744       1799      1799      
May-95    909       744       1031      1031      
May-95    919       744       406       554       
May-95    920       744       11        320       
May-95    922       744       883       1414      
May-95    925       408       2         264       
May-95    927       744       4         466       
May-95    928       744       2         291       
May-95    935       744       189       226       
May-95    944       744       613       800       
May-95    946       744       802       876       
May-95    948       744       1249      1364      
May-95    951       744       244       938       
May-95    955       744       276       903       
May-95    959       744       816       991       
May-95    969       744       167       167       
May-95    970       744       1103      1130      
May-95    972       744       487       741       
May-95    973       744       2         204       
May-95    977       48        2         4         
May-95    978       48        2         4         
May-95    989       600       553       568       
May-95    990       600       1         165       
May-95    992       744       106       121       
May-95    993       48        2         4         
May-95    994       744       1977      2052      
May-95    996       744       10        115       
May-95    998       288       174       196       
May-95    999       600       495       646       
Jun-95    1001      720       954       1159      
Jun-95    1006      300       1252      1267      
Jun-95    1012      504       2         264       
Jun-95    1013      720       2         28        
Jun-95    1014      48        2         4         
Jun-95    1016      264       44        44        
Jun-95    1019      720       1313      1313      
Jun-95    1021      48        2         4         
Jun-95    1025      720       713       754       
Jun-95    1026      720       702       835       
Jun-95    1027      336       1         134       
Jun-95    1035      720       471       497       
Jun-95    1037      720       71        72        
Jun-95    1040      600       219       364       
Jun-95    1054      24        6         13        
Jun-95    1068      336       70        156       
Jun-95    1069      720       125       408       
Jun-95    1072      360       129       129       
Jun-95    2137      720       51        54        
Jun-95    2138      720       492       498       
Jun-95    2139      720       194       218       
Jun-95    2140      720       67        67        
Jun-95    2141      720       36        36        
Jun-95    2142      720       1132      1132      
Jun-95    2155      720       507       507       
Jun-95    2156      720       90        90        
Jun-95    2159      720       338       338       
Jun-95    2173      96        81        81        
Jun-95    2174      720       449       455       
Jun-95    2176      720       67        67        
Jun-95    2179      720       73        73        
Jun-95    2193      720       755       774       
Jun-95    2194      600       318       326       
Jun-95    2198      720       21        24        
Jun-95    2200      24        1         2         
Jun-95    2213      720       556       556       
Jun-95    2214      600       395       921       
Jun-95    2215      720       407       407       
Jun-95    2216Г     192       12        12        
Jun-95    2217      720       22        23        
Jun-95    2218      456       85        86        
Jun-95    2219      720       157       159       
Jun-95    2220      720       199       217       
Jun-95    2236      720       580       587       
Jun-95    2237      24        1         2         
Jun-95    2238      720       63        69        
Jun-95    2240      720       160       160       
Jun-95    2257      24        1         2         
Jun-95    2258      96        24        24        
Jun-95    2260      24        1         2         
Jun-95    2262      384       36        36        
Jun-95    2263      384       72        72        
Jun-95    2275      720       115       116       
Jun-95    2276      696       44        44        
Jun-95    2277      720       381       386       
Jun-95    2278      720       90        90        
Jun-95    2280      720       158       164       
Jun-95    2282      720       600       1362      
Jun-95    2286Г     720       938       956       
Jun-95    2288      720       799       819       
Jun-95    2296      720       82        82        
Jun-95    2298      24        1         2         
Jun-95    2299      720       23        24        
Jun-95    2305      720       111       111       
Jun-95    2306      720       85        671       
Jun-95    2307      720       68        907       
Jun-95    2309      264       60        66        
Jun-95    2318      720       177       181       
Jun-95    2319      24        1         2         
Jun-95    2320      720       492       498       
Jun-95    2322      24        1         2         
Jun-95    2325      24        1         2         
Jun-95    2326      264       64        67        
Jun-95    2328      96        1         17        
Jun-95    2329      720       224       863       
Jun-95    2341      240       8         8         
Jun-95    2342      24        1         2         
Jun-95    2343      720       24        24        
Jun-95    2347      192       6         6         
Jun-95    2349      720       129       131       
Jun-95    2351      288       10        11        
Jun-95    2352      144       62        64        
Jun-95    2353      720       696       732       
Jun-95    2354      24        1         2         
Jun-95    2363      720       139       162       
Jun-95    2367      720       249       269       
Jun-95    2369      720       815       815       
Jun-95    2373      720       63        70        
Jun-95    3000      720       413       1707      
Jun-95    3003      720       151       151       
Jun-95    3008      720       6         605       
Jun-95    354P      552       815       825       
Jun-95    4112      720       188       417       
Jun-95    4115      720       1123      1302      
Jun-95    4116      672       7         814       
Jun-95    4121      720       113       120       
Jun-95    4122      720       245       267       
Jun-95    4123      720       1042      1082      
Jun-95    4125      720       1014      1232      
Jun-95    4130      480       1         154       
Jun-95    4131      720       991       1352      
Jun-95    4132      720       1110      1123      
Jun-95    4133      264       18        27        
Jun-95    4134      168       18        22        
Jun-95    4135      720       316       394       
Jun-95    4137      240       25        63        
Jun-95    4139      288       66        101       
Jun-95    4140      720       976       1123      
Jun-95    4145      720       950       2063      
Jun-95    4147      720       172       399       
Jun-95    4149      720       798       1627      
Jun-95    4150      720       961       1650      
Jun-95    4151      720       24        24        
Jun-95    4158      720       873       941       
Jun-95    4159      720       1225      1391      
Jun-95    4160      720       1288      1288      
Jun-95    4162      720       3         378       
Jun-95    4164      720       1         88        
Jun-95    4165      720       715       1587      
Jun-95    4166      48        1         5         
Jun-95    4167      720       1106      1443      
Jun-95    4168      720       1894      2436      
Jun-95    4171      720       435       631       
Jun-95    4172      720       587       744       
Jun-95    4173      720       573       747       
Jun-95    4174      720       620       620       
Jun-95    4177      576       17        19        
Jun-95    4178      168       83        288       
Jun-95    4179      720       356       756       
Jun-95    4180      48        3         3         
Jun-95    4181      720       428       748       
Jun-95    4188      720       1093      1562      
Jun-95    4189      720       1046      1145      
Jun-95    4190      720       263       349       
Jun-95    4191      720       178       192       
Jun-95    4192      720       347       360       
Jun-95    4193      720       898       909       
Jun-95    4194      720       587       744       
Jun-95    4195      72        38        38        
Jun-95    4197      720       1         172       
Jun-95    4200      720       34        573       
Jun-95    4201      720       558       751       
Jun-95    4202      144       82        87        
Jun-95    4205      720       131       697       
Jun-95    4208      720       525       1165      
Jun-95    421       600       1         74        
Jun-95    4215      72        1         30        
Jun-95    4217      720       430       605       
Jun-95    4222      720       221       241       
Jun-95    4223      720       252       265       
Jun-95    4224      720       1833      1926      
Jun-95    4226      720       637       5040      
Jun-95    4230      720       11        1423      
Jun-95    4231      720       929       1513      
Jun-95    4232      720       6         782       
Jun-95    4234      624       2         201       
Jun-95    4235      720       1474      1474      
Jun-95    4236      720       2334      2363      
Jun-95    4237      720       1019      1019      
Jun-95    4238      720       1385      1493      
Jun-95    4239      720       175       691       
Jun-95    4241      720       898       909       
Jun-95    4248      48        3         3         
Jun-95    4256      720       81        645       
Jun-95    4257      24        1         2         
Jun-95    4259      720       472       1003      
Jun-95    4260      720       1346      1363      
Jun-95    4261      720       1089      1089      
Jun-95    4262      216       35        226       
Jun-95    4266      720       1445      1481      
Jun-95    4272      720       409       464       
Jun-95    4274      672       3         215       
Jun-95    4278      648       1074      1100      
Jun-95    4279      720       2384      2443      
Jun-95    4280      720       407       766       
Jun-95    4285      720       907       907       
Jun-95    4287      24        1         1         
Jun-95    4288      720       637       910       
Jun-95    4289      720       44        526       
Jun-95    4290      720       1076      1174      
Jun-95    4298      720       377       386       
Jun-95    4305      720       987       999       
Jun-95    4308      24        1         2         
Jun-95    4309      720       1585      1753      
Jun-95    4310      720       221       255       
Jun-95    4313      720       1243      1274      
Jun-95    4325      720       561       568       
Jun-95    4327      720       852       863       
Jun-95    4329      24        1         2         
Jun-95    4331      720       30        3567      
Jun-95    4332      696       64        64        
Jun-95    4334      720       1452      1452      
Jun-95    4351      96        53        118       
Jun-95    4352      720       1496      1496      
Jun-95    4401      720       22        24        
Jun-95    4402      720       24        24        
Jun-95    4404      720       790       934       
Jun-95    4406      24        1         2         
Jun-95    4409      720       109       109       
Jun-95    441       720       1586      1586      
Jun-95    4413      720       1445      1481      
Jun-95    452       720       248       248       
Jun-95    515       48        3         20        
Jun-95    516       720       1104      1221      
Jun-95    537       720       470       780       
Jun-95    540       720       24        24        
Jun-95    541       720       332       340       
Jun-95    544       96        121       121       
Jun-95    545       720       1349      1392      
Jun-95    546       720       435       457       
Jun-95    552       720       23        24        
Jun-95    554       720       34        34        
Jun-95    559       24        9         14        
Jun-95    563       696       212       214       
Jun-95    565       720       24        24        
Jun-95    570       720       1318      1368      
Jun-95    577       600       77        3132      
Jun-95    578       720       561       597       
Jun-95    581       552       323       1052      
Jun-95    583       408       236       574       
Jun-95    584       720       837       950       
Jun-95    586       720       1813      1813      
Jun-95    587       720       1046      1427      
Jun-95    595       720       346       1167      
Jun-95    602       720       1833      1976      
Jun-95    603       552       773       889       
Jun-95    605       480       680       680       
Jun-95    606       720       1160      1266      
Jun-95    607       552       880       973       
Jun-95    611       720       47        47        
Jun-95    613       384       107       107       
Jun-95    616       720       123       140       
Jun-95    617       720       24        24        
Jun-95    620       720       1009      1022      
Jun-95    621       264       1         66        
Jun-95    625       720       2040      2040      
Jun-95    627       288       152       243       
Jun-95    638       720       237       237       
Jun-95    640       240       45        71        
Jun-95    642       720       249       498       
Jun-95    648       720       898       909       
Jun-95    652       720       100       697       
Jun-95    693       600       38        2308      
Jun-95    695       720       1659      4390      
Jun-95    696       720       1400      1490      
Jun-95    697       720       69        590       
Jun-95    699       720       3407      3449      
Jun-95    701       720       2653      3012      
Jun-95    703       720       1010      1048      
Jun-95    705       720       2470      2501      
Jun-95    706       576       561       827       
Jun-95    707       720       1701      1701      
Jun-95    708       720       754       1077      
Jun-95    709       720       1155      1184      
Jun-95    714       720       200       218       
Jun-95    723       720       283       1319      
Jun-95    727       720       716       948       
Jun-95    729       576       136       609       
Jun-95    730       720       24        24        
Jun-95    731       336       11        11        
Jun-95    741       720       991       1003      
Jun-95    754       720       362       804       
Jun-95    759       36        5         18        
Jun-95    764       48        2         4         
Jun-95    769       720       448       717       
Jun-95    772       720       21        2613      
Jun-95    774       720       34        587       
Jun-95    776       720       9         1040      
Jun-95    777       720       195       840       
Jun-95    780       720       898       909       
Jun-95    782       720       35        528       
Jun-95    783       96        91        91        
Jun-95    791       720       1228      1243      
Jun-95    792       576       816       868       
Jun-95    794       720       24        168       
Jun-95    796       720       6         698       
Jun-95    797       720       535       842       
Jun-95    802       720       2         288       
Jun-95    803       720       143       1306      
Jun-95    804       720       1489      1943      
Jun-95    805       720       2480      2511      
Jun-95    807       600       1009      1087      
Jun-95    808       720       1457      1531      
Jun-95    809       144       165       213       
Jun-95    816       528       326       334       
Jun-95    818       720       260       263       
Jun-95    819       720       12        287       
Jun-95    822       720       1706      2476      
Jun-95    823       720       42        2521      
Jun-95    832       720       11        666       
Jun-95    846       720       559       894       
Jun-95    852       720       219       1289      
Jun-95    854       720       110       645       
Jun-95    856       720       93        737       
Jun-95    866       384       206       219       
Jun-95    867       720       1898      1969      
Jun-95    868       720       184       191       
Jun-95    870       720       394       787       
Jun-95    871       48        1         5         
Jun-95    872       720       3         378       
Jun-95    876       720       8         958       
Jun-95    878       720       13        1625      
Jun-95    880       720       982       1471      
Jun-95    881       720       739       886       
Jun-95    893       720       1181      1195      
Jun-95    894       720       543       760       
Jun-95    896       720       1313      1313      
Jun-95    898       720       3842      3842      
Jun-95    899       720       813       1624      
Jun-95    901       720       4024      4450      
Jun-95    902       720       898       1172      
Jun-95    904       720       826       836       
Jun-95    905       720       2744      2744      
Jun-95    907       720       1724      1745      
Jun-95    909       720       945       956       
Jun-95    911       72        60        60        
Jun-95    919       720       456       479       
Jun-95    920       720       23        284       
Jun-95    922       720       620       1376      
Jun-95    925       720       4         463       
Jun-95    927       720       4         493       
Jun-95    928       720       2         288       
Jun-95    935       720       263       263       
Jun-95    944       720       487       766       
Jun-95    946       720       642       876       
Jun-95    948       720       1216      1478      
Jun-95    951       720       181       920       
Jun-95    955       720       338       885       
Jun-95    959       720       651       875       
Jun-95    969       720       143       143       
Jun-95    970       720       1099      1127      
Jun-95    972       720       449       743       
Jun-95    973       72        1         21        
Jun-95    977       408       243       342       
Jun-95    978       48        2         4         
Jun-95    982       72        5         5         
Jun-95    989       720       1069      1214      
Jun-95    990       48        1         5         
Jun-95    992       720       276       286       
Jun-95    994       720       1959      1983      
Jun-95    996       48        1         6         
Jun-95    998       720       701       762       
Jun-95    999       720       487       766       
Jul-95    1001      744       906       1101      
Jul-95    1005      720       1544      1753      
Jul-95    1006      310       1116      1285      
Jul-95    1012      24        1         18        
Jul-95    1013      744       7         28        
Jul-95    1014      24        1         2         
Jul-95    1016      744       69        69        
Jul-95    1019      744       1147      1161      
Jul-95    1025      744       791       863       
Jul-95    1026      576       495       562       
Jul-95    1027      24        1         16        
Jul-95    1035      744       372       523       
Jul-95    1037      528       613       630       
Jul-95    1040      744       362       526       
Jul-95    1052      120       31        69        
Jul-95    1054      744       189       419       
Jul-95    1068      744       189       419       
Jul-95    1069      744       227       411       
Jul-95    1071      72        2         2         
Jul-95    1072      744       352       352       
Jul-95    2137      504       31        34        
Jul-95    2138      744       466       478       
Jul-95    2139      744       205       215       
Jul-95    2140      744       63        65        
Jul-95    2141      744       48        48        
Jul-95    2142      744       1005      1041      
Jul-95    2155      744       439       439       
Jul-95    2156      744       72        72        
Jul-95    2159      744       343       343       
Jul-95    2173      744       941       941       
Jul-95    2174      744       556       556       
Jul-95    2176      744       121       126       
Jul-95    2179      744       110       115       
Jul-95    2193      744       762       762       
Jul-95    2195      24        11        11        
Jul-95    2198      744       22        23        
Jul-95    2213      744       476       476       
Jul-95    2214      744       514       2576      
Jul-95    2215      696       245       245       
Jul-95    2216Г     240       15        15        
Jul-95    2217      744       21        22        
Jul-95    2218      12        2         2         
Jul-95    2219      744       151       156       
Jul-95    2220      744       168       174       
Jul-95    2236      744       598       605       
Jul-95    2237      12        1         1         
Jul-95    2238      744       47        50        
Jul-95    2240      744       174       174       
Jul-95    2258      12        3         3         
Jul-95    2262      744       122       122       
Jul-95    2263      720       150       152       
Jul-95    2275      744       118       118       
Jul-95    2276      744       60        60        
Jul-95    2277      744       380       380       
Jul-95    2278      744       150       150       
Jul-95    2280      744       153       153       
Jul-95    2282      744       607       1377      
Jul-95    2286Г     744       991       1003      
Jul-95    2288      744       834       834       
Jul-95    2296      744       100       100       
Jul-95    2299      744       22        22        
Jul-95    2305      744       127       127       
Jul-95    2306      744       61        666       
Jul-95    2307      600       12        706       
Jul-95    2309      72        1         12        
Jul-95    2318      744       209       209       
Jul-95    2319      12        1         1         
Jul-95    2320      744       476       476       
Jul-95    2325      12        1         1         
Jul-95    2326      12        3         3         
Jul-95    2328      240       1         37        
Jul-95    2329      408       133       510       
Jul-95    2341      72        2         2         
Jul-95    2342      12        1         1         
Jul-95    2343      744       22        22        
Jul-95    2347      744       22        23        
Jul-95    2349      744       136       136       
Jul-95    2351      12        1         1         
Jul-95    2352      312       112       122       
Jul-95    2353      744       711       738       
Jul-95    2354      12        1         1         
Jul-95    2363      504       101       110       
Jul-95    2367      696       264       281       
Jul-95    2369      744       834       834       
Jul-95    2373      744       74        77        
Jul-95    3000      744       567       1909      
Jul-95    3003      744       197       197       
Jul-95    3008      672       5         511       
Jul-95    354P      744       1184      1184      
Jul-95    4112      744       189       419       
Jul-95    4113      168       6         390       
Jul-95    4114      72        20        41        
Jul-95    4115      744       1106      1256      
Jul-95    4116      744       11        1352      
Jul-95    4121      744       82        97        
Jul-95    4122      744       280       314       
Jul-95    4123      744       1102      1144      
Jul-95    4124      120       76        99        
Jul-95    4125      744       1033      1128      
Jul-95    4130      24        1         13        
Jul-95    4131      744       1238      1285      
Jul-95    4132      744       1018      1018      
Jul-95    4133      744       24        24        
Jul-95    4134      744       22        25        
Jul-95    4135      744       189       274       
Jul-95    4137      24        3         7         
Jul-95    4139      744       249       379       
Jul-95    4140      744       1056      1123      
Jul-95    4145      744       833       2126      
Jul-95    4147      744       123       348       
Jul-95    4149      744       741       1480      
Jul-95    4150      744       1159      1765      
Jul-95    4151      744       7         28        
Jul-95    4152      216       392       417       
Jul-95    4158      744       834       855       
Jul-95    4159      744       1259      1339      
Jul-95    4160      744       1124      1196      
Jul-95    4162      744       3         374       
Jul-95    4164      744       1         85        
Jul-95    4165      744       558       1579      
Jul-95    4167      744       1348      1839      
Jul-95    4168      744       1754      2586      
Jul-95    4171      744       212       472       
Jul-95    4172      744       586       764       
Jul-95    4173      744       1018      1018      
Jul-95    4174      744       803       834       
Jul-95    4177      408       11        13        
Jul-95    4178      24        4         14        
Jul-95    4179      744       438       972       
Jul-95    4180      24        1         1         
Jul-95    4181      456       225       457       
Jul-95    4188      744       920       1472      
Jul-95    4189      744       1124      1310      
Jul-95    4190      744       154       341       
Jul-95    4191      744       259       290       
Jul-95    4192      744       378       378       
Jul-95    4193      744       843       853       
Jul-95    4194      744       352       385       
Jul-95    4195      744       166       189       
Jul-95    4197      744       1         143       
Jul-95    4200      744       23        541       
Jul-95    4201      744       582       738       
Jul-95    4202      24        14        15        
Jul-95    4205      744       166       685       
Jul-95    4208      24        1         1         
Jul-95    421       48        1         6         
Jul-95    4215      24        1         4         
Jul-95    4217      744       487       584       
Jul-95    4222      744       205       243       
Jul-95    4223      744       132       373       
Jul-95    4224      744       1625      1752      
Jul-95    4226      744       480       4397      
Jul-95    4230      744       14        1641      
Jul-95    4231      744       702       1461      
Jul-95    4232      360       2         279       
Jul-95    4234      744       99        179       
Jul-95    4235      744       1596      1596      
Jul-95    4236      744       2145      2145      
Jul-95    4237      744       1070      1070      
Jul-95    4238      744       1469      1563      
Jul-95    4239      744       66        334       
Jul-95    4240      696       1217      1498      
Jul-95    4241      744       870       914       
Jul-95    4248      24        1         1         
Jul-95    4256      24        1         2         
Jul-95    4259      744       378       1196      
Jul-95    4260      744       1477      1477      
Jul-95    4261      744       1174      1196      
Jul-95    4262      744       24        1255      
Jul-95    4266      744       1429      1429      
Jul-95    4272      744       386       406       
Jul-95    4274      744       301       365       
Jul-95    4278      744       988       1051      
Jul-95    4279      744       2226      2369      
Jul-95    4280      744       419       837       
Jul-95    4285      744       870       914       
Jul-95    4287      12        5         10        
Jul-95    4288      744       600       884       
Jul-95    4289      744       42        501       
Jul-95    4290      744       1158      1315      
Jul-95    4298      744       396       406       
Jul-95    4305      744       1001      1001      
Jul-95    4309      312       146       173       
Jul-95    4310      744       152       228       
Jul-95    4313      744       1341      1391      
Jul-95    4325      744       607       623       
Jul-95    4327      744       906       906       
Jul-95    4329      36        11        25        
Jul-95    4331      744       29        3535      
Jul-95    4332      744       113       113       
Jul-95    4334      744       1437      1454      
Jul-95    4351      744       216       604       
Jul-95    4352      744       1667      1667      
Jul-95    4401      744       20        23        
Jul-95    4402      744       22        22        
Jul-95    4404      264       164       216       
Jul-95    4409      744       113       113       
Jul-95    441       744       1714      1714      
Jul-95    4413      744       1531      1550      
Jul-95    452       744       243       243       
Jul-95    515       744       7         289       
Jul-95    516       744       954       1042      
Jul-95    537       120       90        149       
Jul-95    540       72        2         2         
Jul-95    541       744       350       359       
Jul-95    544       744       1134      1220      
Jul-95    545       744       1414      1431      
Jul-95    546       744       562       572       
Jul-95    552       624       18        18        
Jul-95    554       744       20        23        
Jul-95    559       144       37        70        
Jul-95    563       744       166       166       
Jul-95    565       456       342       342       
Jul-95    570       744       1547      1547      
Jul-95    577       12        2         59        
Jul-95    578       744       525       525       
Jul-95    581       744       747       1463      
Jul-95    583       600       321       1049      
Jul-95    584       744       762       821       
Jul-95    586       744       1994      2031      
Jul-95    587       744       1187      1366      
Jul-95    595       744       429       1359      
Jul-95    602       744       1967      2067      
Jul-95    603       744       1041      1108      
Jul-95    605       720       1496      1496      
Jul-95    606       744       1315      1454      
Jul-95    607       744       1341      1391      
Jul-95    611       744       48        48        
Jul-95    613       744       118       118       
Jul-95    616       480       83        94        
Jul-95    617       72        2         2         
Jul-95    620       744       1060      1073      
Jul-95    621       12        1         4         
Jul-95    625       744       2145      2145      
Jul-95    627       360       207       349       
Jul-95    638       744       236       236       
Jul-95    640       672       366       405       
Jul-95    642       48        1         2         
Jul-95    648       744       778       778       
Jul-95    652       744       74        740       
Jul-95    661       648       83        83        
Jul-95    693       12        1         44        
Jul-95    695       744       1318      3833      
Jul-95    696       744       1317      1317      
Jul-95    697       744       73        623       
Jul-95    699       744       3235      3295      
Jul-95    701       744       2592      3065      
Jul-95    703       744       1120      1120      
Jul-95    705       744       3122      3180      
Jul-95    706       648       783       1218      
Jul-95    707       744       2064      2102      
Jul-95    708       744       803       1129      
Jul-95    709       744       1268      1292      
Jul-95    713       336       54        54        
Jul-95    714       744       182       189       
Jul-95    723       744       334       1381      
Jul-95    727       744       662       960       
Jul-95    729       12        3         13        
Jul-95    730       72        2         2         
Jul-95    731       96        1         3         
Jul-95    738       624       98        98        
Jul-95    741       744       921       980       
Jul-95    754       336       156       385       
Jul-95    759       24        1         2         
Jul-95    764       24        1         2         
Jul-95    769       744       467       646       
Jul-95    772       744       57        2269      
Jul-95    774       744       71        709       
Jul-95    776       744       8         989       
Jul-95    777       480       45        539       
Jul-95    780       744       928       957       
Jul-95    782       744       24        476       
Jul-95    783       744       1229      1229      
Jul-95    791       744       1088      1172      
Jul-95    792       744       1090      1134      
Jul-95    794       744       31        282       
Jul-95    796       744       9         518       
Jul-95    797       744       497       757       
Jul-95    802       696       2         269       
Jul-95    803       744       36        1436      
Jul-95    804       744       1454      1844      
Jul-95    805       744       2224      2337      
Jul-95    807       744       895       1013      
Jul-95    808       744       1524      1552      
Jul-95    809       744       1291      1547      
Jul-95    816       744       372       465       
Jul-95    818       312       108       109       
Jul-95    819       744       56        363       
Jul-95    822       744       1649      2319      
Jul-95    823       744       37        2245      
Jul-95    832       744       11        660       
Jul-95    840       48        20        26        
Jul-95    846       744       555       888       
Jul-95    852       744       287       1236      
Jul-95    854       744       54        535       
Jul-95    856       744       196       706       
Jul-95    866       744       653       666       
Jul-95    867       744       1940      1940      
Jul-95    868       744       220       240       
Jul-95    870       744       477       703       
Jul-95    871       24        1         1         
Jul-95    872       24        1         2         
Jul-95    876       744       9         1037      
Jul-95    878       744       11        1298      
Jul-95    880       744       885       1304      
Jul-95    881       744       773       1070      
Jul-95    893       744       1216      1262      
Jul-95    894       744       462       793       
Jul-95    896       744       1299      1332      
Jul-95    898       744       3874      3970      
Jul-95    899       744       446       1373      
Jul-95    901       744       4261      4714      
Jul-95    902       456       489       655       
Jul-95    904       744       832       886       
Jul-95    905       744       3076      3076      
Jul-95    907       744       1798      1798      
Jul-95    909       744       852       852       
Jul-95    911       744       520       561       
Jul-95    919       744       347       528       
Jul-95    920       744       8         314       
Jul-95    922       744       690       1436      
Jul-95    925       216       1         126       
Jul-95    927       744       4         432       
Jul-95    928       744       2         229       
Jul-95    935       744       260       260       
Jul-95    944       744       546       745       
Jul-95    946       744       482       874       
Jul-95    948       744       1167      1418      
Jul-95    951       744       156       917       
Jul-95    955       744       304       884       
Jul-95    959       744       413       860       
Jul-95    969       744       203       216       
Jul-95    970       744       1046      1157      
Jul-95    972       552       237       526       
Jul-95    973       24        1         3         
Jul-95    977       744       136       606       
Jul-95    989       744       1221      1464      
Jul-95    990       24        1         1         
Jul-95    992       744       233       265       
Jul-95    994       744       1886      1982      
Jul-95    996       24        1         2         
Jul-95    998       744       1277      1277      
Jul-95    999       552       296       505       
Aug-95    1001      744       847       1105      
Aug-95    1005      744       1473      1672      
Aug-95    1006      310       1063      1117      
Aug-95    1012      12        1         7         
Aug-95    1013      744       5         29        
Aug-95    1016      744       48        48        
Aug-95    1019      744       1108      1108      
Aug-95    1025      744       802       822       
Aug-95    1026      744       622       889       
Aug-95    1027      12        1         6         
Aug-95    1035      24        1         1         
Aug-95    1037      744       761       931       
Aug-95    1040      744       385       502       
Aug-95    1052      744       13        187       
Aug-95    1053      72        25        30        
Aug-95    1054      72        1         22        
Aug-95    1068      72        1         14        
Aug-95    1069      744       77        295       
Aug-95    1071      72        1         15        
Aug-95    1072      744       108       122       
Aug-95    2137      744       49        49        
Aug-95    2138      744       417       417       
Aug-95    2139      744       180       202       
Aug-95    2140      744       69        69        
Aug-95    2141      744       54        54        
Aug-95    2142      744       1037      1076      
Aug-95    2155      744       397       397       
Aug-95    2156      744       74        74        
Aug-95    2159      744       357       357       
Aug-95    2173      744       448       448       
Aug-95    2174      744       208       208       
Aug-95    2176      744       112       112       
Aug-95    2179      744       114       114       
Aug-95    2193      744       747       747       
Aug-95    2195      36        9         9         
Aug-95    2198      720       21        24        
Aug-95    2213      744       621       621       
Aug-95    2214      168       108       635       
Aug-95    2215      744       299       299       
Aug-95    2216Г     528       34        34        
Aug-95    2217      528       17        17        
Aug-95    2219      720       132       148       
Aug-95    2220      720       142       142       
Aug-95    2236      744       621       621       
Aug-95    2238      528       48        55        
Aug-95    2240      744       166       166       
Aug-95    2258      672       115       115       
Aug-95    2262      744       157       157       
Aug-95    2263      36        7         7         
Aug-95    2275      744       168       168       
Aug-95    2276      744       49        49        
Aug-95    2277      744       397       397       
Aug-95    2278      744       248       248       
Aug-95    2280      744       150       150       
Aug-95    2282      744       696       1546      
Aug-95    2286Г     744       1009      1022      
Aug-95    2288      744       861       872       
Aug-95    2296      744       112       112       
Aug-95    2299      744       23        23        
Aug-95    2305      648       130       130       
Aug-95    2306      744       136       698       
Aug-95    2307      744       103       952       
Aug-95    2309      12        1         1         
Aug-95    2318      744       218       218       
Aug-95    2320      744       497       497       
Aug-95    2325      744       65        65        
Aug-95    2326      12        3         3         
